start_date,end_date,state,score_max,peak_date
2025-09-18,2025-09-19,Pre-Stress,1.0292088009915938,2025-09-18
2025-10-09,2025-10-10,Pre-Stress,1.1613112872127107,2025-10-09
2025-10-17,2025-10-21,Pre-Stress,2.6158006562529152,2025-10-21
2025-10-21,2025-11-18,Core Stress,3.2632586916555684,2025-10-29
2025-11-18,2025-12-12,Pre-Stress,2.304466467772519,2025-11-18
